,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity,target
3602,10.4,0.038,0.24,0.9952,6.6,28.0,3.35,6.0,7.2,0.6,137.0,0.26,1
3603,12.6,0.027,0.27,0.99165,7.0,37.0,3.15,7.0,7.1,0.6,122.0,0.32,1
3604,12.5,0.017,0.23,0.9892,7.4,31.0,2.93,6.0,1.9,0.36,69.0,0.36,1
3605,9.4,0.056,0.48,0.99628,6.7,35.0,3.04,5.0,8.8,0.47,167.0,0.35,1
3606,9.2,0.047,0.24,0.99604,6.4,41.0,3.11,5.0,7.2,0.6,151.0,0.38,1
3607,11.2,0.047,0.18,0.99164,6.8,30.0,3.27,6.0,1.4,0.54,90.0,0.14,1
3608,9.2,0.044,0.25,0.998,7.0,27.0,2.91,6.0,14.3,0.46,149.0,0.16,1
3609,9.2,0.044,0.25,0.998,7.0,27.0,2.91,6.0,14.3,0.46,149.0,0.16,1
3610,9.4,0.056,0.48,0.99628,6.7,35.0,3.04,5.0,8.8,0.47,167.0,0.35,1
3611,11.2,0.047,0.18,0.99164,6.8,30.0,3.27,6.0,1.4,0.54,90.0,0.14,1
3612,10.8,0.046,0.18,0.99226,6.8,31.0,3.27,6.0,1.8,0.55,114.0,0.16,1
3613,9.2,0.044,0.25,0.998,7.0,27.0,2.91,6.0,14.3,0.46,149.0,0.16,1
3614,9.2,0.047,0.24,0.99604,6.4,41.0,3.11,5.0,7.2,0.6,151.0,0.38,1
3615,12.5,0.037,0.3,0.98914,7.2,11.0,2.96,6.0,1.2,0.36,95.0,0.24,1
3617,11.4,0.041,0.33,0.99048,7.0,20.0,3.21,5.0,0.9,0.5,117.0,0.29,1
3618,10.0,0.044,0.24,0.99726,7.1,48.0,3.04,7.0,12.6,0.56,118.0,0.27,1
3621,10.0,0.044,0.24,0.99726,7.1,48.0,3.04,7.0,12.6,0.56,118.0,0.27,1
3622,12.5,0.037,0.3,0.98914,7.2,11.0,2.96,6.0,1.2,0.36,95.0,0.24,1
3624,12.8,0.029,0.28,0.99054,6.6,12.0,3.19,7.0,6.1,0.27,93.0,0.36,1
3626,11.4,0.041,0.33,0.99048,7.0,20.0,3.21,5.0,0.9,0.5,117.0,0.29,1
3630,10.8,0.036,0.25,0.99362,6.6,21.0,3.06,6.0,8.0,0.38,124.0,0.3,1
3631,10.8,0.036,0.25,0.99362,6.6,21.0,3.06,6.0,8.0,0.38,124.0,0.3,1
3633,10.8,0.036,0.25,0.99362,6.6,21.0,3.06,6.0,8.0,0.38,124.0,0.3,1
3634,11.0,0.021,0.27,0.99442,7.6,57.0,3.08,7.0,8.8,0.38,156.0,0.31,1
3636,11.3,0.02,0.39,0.99089,6.5,12.0,3.25,7.0,1.4,0.75,66.0,0.26,1
3637,11.2,0.018,0.34,0.99474,8.7,23.0,3.12,7.0,4.8,0.49,127.0,0.3,1
3638,12.5,0.014,0.32,0.99008,6.4,34.0,3.24,7.0,2.4,0.66,89.0,0.29,1
3639,10.0,0.017,0.32,0.99348,6.7,32.0,3.12,6.0,3.7,0.44,99.0,0.13,1
3640,11.0,0.047,0.33,0.99283,6.8,42.0,3.12,6.0,4.9,0.56,130.0,0.19,1
3643,11.0,0.047,0.33,0.99283,6.8,42.0,3.12,6.0,4.9,0.56,130.0,0.19,1
3644,11.4,0.046,0.23,0.9908,6.4,30.0,3.12,7.0,2.0,0.54,133.0,0.24,1
3645,11.3,0.039,0.28,0.99165,5.9,50.0,3.16,6.0,5.1,0.44,139.0,0.18,1
3646,12.2,0.031,0.22,0.99076,7.2,10.0,2.97,7.0,4.5,0.52,73.0,0.33,1
3647,12.6,0.037,0.24,0.98942,6.4,31.0,2.9,7.0,3.2,0.66,95.0,0.29,1
3648,11.1,0.032,0.25,0.99244,7.3,30.0,2.9,5.0,6.65,0.37,138.0,0.31,1
3649,12.3,0.035,0.37,0.99058,7.0,34.0,3.26,6.0,1.6,0.47,126.0,0.29,1
3650,10.4,0.037,0.6,0.99255,6.9,6.0,2.92,4.0,4.0,0.59,122.0,0.19,1
3652,9.5,0.036,0.33,0.99306,6.6,17.0,3.27,6.0,1.4,0.61,109.0,0.085,1
3654,10.4,0.047,0.32,0.99498,6.8,17.0,3.42,6.0,7.2,0.44,109.0,0.18,1
3655,13.0,0.038,0.26,0.99,6.8,27.0,3.11,7.0,5.7,0.27,130.0,0.52,1
3656,12.2,0.03,0.28,0.99338,7.1,25.0,3.16,7.0,8.5,0.46,191.0,0.28,1
3658,10.8,0.043,0.3,0.9926,5.8,41.0,3.33,7.0,5.4,0.42,149.0,0.275,1
3661,10.0,0.049,0.39,0.99346,6.7,26.0,3.5,6.0,1.2,0.47,152.0,0.22,1
3662,10.4,0.05,0.12,0.99268,6.1,11.0,3.42,4.0,1.8,0.48,76.0,0.6,1
3663,12.4,0.034,0.31,0.98944,6.5,59.0,3.16,6.0,1.3,0.54,145.0,0.26,1
3666,10.5,0.038,0.26,0.99523,6.8,61.0,3.02,7.0,11.7,0.56,152.0,0.21,1
3668,11.2,0.03,0.26,0.99402,6.5,2.0,3.07,5.0,11.0,0.36,82.0,0.27,1
3669,12.7,0.029,0.32,0.98916,5.9,41.0,3.41,7.0,1.6,0.55,102.0,0.37,1
3670,9.4,0.044,0.18,0.99655,6.2,61.0,3.14,6.0,11.6,0.52,155.0,0.21,1
3671,12.9,0.025,0.29,0.99071,6.8,29.0,3.03,7.0,6.2,0.32,95.0,0.3,1
3673,13.6,0.029,0.3,0.98742,5.4,25.0,3.31,7.0,1.2,0.4,93.0,0.3,1
3674,9.1,0.053,0.2,0.99336,6.6,26.0,3.32,5.0,1.0,0.55,112.0,0.34,1
3675,10.4,0.049,0.19,0.992,5.6,42.0,3.25,6.0,2.4,0.43,166.0,0.25,1
3676,13.6,0.029,0.3,0.98742,5.3,25.0,3.31,7.0,1.2,0.4,93.0,0.3,1
3677,12.2,0.032,0.58,0.99275,6.9,29.0,3.28,6.0,8.2,0.44,169.0,0.58,1
3679,10.5,0.037,0.27,0.99444,7.1,19.0,3.04,7.0,9.6,0.37,105.0,0.2,1
3682,11.3,0.051,0.44,0.99058,6.4,39.0,3.11,7.0,1.2,0.75,122.0,0.16,1
3684,12.6,0.028,0.3,0.99164,6.8,33.0,3.13,7.0,8.0,0.63,122.0,0.31,1
3686,9.8,0.087,0.37,0.99438,7.6,27.0,3.09,5.0,1.6,0.5,177.0,0.3,1
3687,10.8,0.03,0.27,0.99402,6.0,39.0,3.15,5.0,12.0,0.34,98.0,0.16,1
3688,12.5,0.04,0.35,0.99128,7.1,41.0,3.32,6.0,2.5,0.56,186.0,0.21,1
3690,11.5,0.027,0.24,0.991,5.6,37.0,3.3,7.0,4.4,0.31,150.0,0.21,1
3691,11.4,0.027,0.26,0.9931,7.4,23.0,2.98,6.0,8.8,0.41,112.0,0.22,1
3692,10.5,0.037,0.27,0.99444,7.1,19.0,3.04,7.0,9.6,0.37,105.0,0.2,1
3693,12.6,0.028,0.3,0.99164,6.8,33.0,3.13,7.0,8.0,0.63,122.0,0.31,1
3695,11.0,0.053,0.4,0.99112,6.4,61.0,3.17,6.0,1.3,0.68,146.0,0.15,1
3696,11.3,0.051,0.44,0.99058,6.4,39.0,3.11,7.0,1.2,0.75,122.0,0.16,1
3698,11.6,0.036,0.34,0.98961,6.3,32.0,3.06,6.0,1.2,0.74,96.0,0.22,1
3699,9.8,0.087,0.37,0.99438,7.6,27.0,3.09,5.0,1.6,0.5,177.0,0.3,1
3700,10.1,0.076,0.27,0.99344,7.0,24.0,3.1,5.0,1.5,0.52,145.0,0.3,1
3702,9.1,0.05,0.31,0.99884,7.5,26.0,3.05,6.0,13.1,0.53,180.0,0.24,1
3703,9.1,0.05,0.31,0.99884,7.5,26.0,3.05,6.0,13.1,0.53,180.0,0.24,1
3704,9.1,0.05,0.31,0.99884,7.5,26.0,3.05,6.0,13.1,0.53,180.0,0.24,1
3705,9.1,0.05,0.31,0.99884,7.5,26.0,3.05,6.0,13.1,0.53,180.0,0.24,1
3706,11.7,0.037,0.34,0.98949,6.6,45.0,2.96,6.0,1.0,0.5,79.0,0.15,1
3707,12.6,0.041,0.43,0.99014,6.7,29.0,3.23,6.0,1.6,0.44,114.0,0.34,1
3708,9.0,0.088,0.46,0.99786,7.7,61.0,2.86,5.0,11.8,0.47,183.0,0.35,1
3709,10.1,0.039,0.09,0.99206,6.7,53.0,3.12,5.0,1.4,0.44,141.0,0.31,1
3711,9.1,0.05,0.31,0.99884,7.5,26.0,3.05,6.0,13.1,0.53,180.0,0.24,1
3712,9.2,0.045,0.18,0.99666,6.3,57.0,3.09,5.0,10.6,0.54,159.0,0.2,1
3713,8.8,0.049,0.23,0.99754,6.6,45.0,3.12,5.0,10.4,0.51,190.0,0.28,1
3714,10.0,0.028,0.3,0.99272,8.5,34.0,2.83,4.0,1.1,0.36,95.0,0.18,1
3715,9.1,0.036,0.38,0.99712,6.5,20.0,3.47,6.0,7.4,0.48,196.0,0.35,1
3716,11.2,0.041,0.26,0.99104,6.8,29.0,3.04,5.0,1.2,0.35,182.0,0.22,1
3717,9.2,0.053,0.24,0.99373,6.3,20.0,3.11,6.0,3.4,0.52,119.0,0.18,1
3719,9.5,0.038,0.45,0.9956,6.6,54.0,3.18,5.0,8.0,0.48,200.0,0.3,1
3720,11.9,0.024,0.27,0.99095,6.3,40.0,3.35,7.0,2.5,0.6,152.0,0.34,1
3721,9.8,0.068,0.23,0.99382,7.7,28.0,3.11,5.0,2.0,0.62,138.0,0.3,1
3722,9.8,0.069,0.23,0.99382,7.7,29.0,3.11,5.0,2.0,0.62,134.0,0.31,1
3723,10.8,0.036,0.28,0.99299,5.7,46.0,3.36,7.0,6.9,0.44,150.0,0.265,1
3724,11.3,0.051,0.33,0.99048,5.4,29.0,3.37,6.0,1.2,0.66,122.0,0.255,1
3725,12.1,0.028,0.28,0.99254,6.6,13.0,3.17,6.0,9.4,0.34,121.0,0.26,1
3726,11.3,0.03,0.28,0.9902,4.8,22.0,3.38,7.0,2.9,0.34,111.0,0.17,1
3727,10.8,0.036,0.28,0.99299,5.7,46.0,3.36,7.0,6.9,0.44,150.0,0.265,1
3728,13.5,0.028,0.33,0.99012,6.2,21.0,3.36,7.0,5.4,0.41,75.0,0.2,1
3729,10.3,0.044,0.41,0.99293,7.5,11.0,3.28,5.0,1.3,0.45,126.0,0.28,1
3731,11.6,0.041,0.26,0.99382,7.0,51.0,3.08,6.0,10.3,0.35,166.0,0.34,1
3732,10.3,0.044,0.41,0.99293,7.5,11.0,3.28,5.0,1.3,0.45,126.0,0.28,1
3733,12.5,0.029,0.34,0.98954,6.5,39.0,3.21,6.0,1.6,0.68,116.0,0.19,1
3734,8.6,0.042,0.29,0.99936,6.0,28.0,3.39,5.0,13.1,0.45,125.0,0.21,1
3736,12.7,0.026,0.48,0.99144,6.5,18.0,3.22,4.0,8.0,0.79,88.0,0.32,1
3738,10.2,0.034,0.18,0.99174,5.6,18.0,3.32,6.0,1.4,0.35,135.0,0.26,1
3739,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3740,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3741,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3742,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3743,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3744,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3745,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3746,11.9,0.04,0.28,0.99043,7.4,45.0,3.02,5.0,1.8,0.4,121.0,0.27,1
3747,9.0,0.07,0.3,0.99654,6.8,67.0,2.89,6.0,10.6,0.42,194.0,0.22,1
3748,9.0,0.055,0.25,0.99758,6.2,47.0,3.3,5.0,12.5,0.51,134.0,0.24,1
3749,11.0,0.051,0.29,0.99374,6.3,40.0,3.43,6.0,6.8,0.59,143.0,0.28,1
3750,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,7.0,14.7,0.39,149.0,0.15,1
3751,10.0,0.039,0.23,0.99243,5.5,10.0,3.28,5.0,2.9,0.5,108.0,0.17,1
3752,10.7,0.04,0.34,0.99216,6.5,25.0,3.29,5.0,1.4,0.46,184.0,0.26,1
3753,10.7,0.042,0.33,0.99215,6.6,24.0,3.29,5.0,1.4,0.46,183.0,0.27,1
3755,11.0,0.015,0.32,0.99278,7.8,47.0,2.99,6.0,7.4,0.39,124.0,0.19,1
3756,10.0,0.039,0.23,0.99243,5.5,10.0,3.28,5.0,2.9,0.5,108.0,0.17,1
3757,10.7,0.04,0.34,0.99216,6.5,25.0,3.29,5.0,1.4,0.46,184.0,0.26,1
3758,10.7,0.042,0.33,0.99215,6.6,24.0,3.29,5.0,1.4,0.46,183.0,0.27,1
3759,11.0,0.015,0.32,0.99278,7.8,47.0,2.99,6.0,7.4,0.39,124.0,0.19,1
3760,11.0,0.016,0.32,0.99186,7.8,31.0,2.99,6.0,5.0,0.39,101.0,0.2,1
3761,11.1,0.028,0.28,0.99072,6.1,22.0,3.16,7.0,2.5,0.37,98.0,0.17,1
3763,11.5,0.017,0.24,0.99084,6.7,22.0,3.03,5.0,2.7,0.37,80.0,0.39,1
3765,9.4,0.033,0.17,0.99754,6.9,59.0,3.08,5.0,12.9,0.49,186.0,0.4,1
3766,9.4,0.033,0.17,0.99754,6.9,59.0,3.08,5.0,12.9,0.49,186.0,0.4,1
3767,9.4,0.033,0.17,0.99754,6.9,59.0,3.08,5.0,12.9,0.49,186.0,0.4,1
3768,10.6,0.035,0.29,0.99567,6.3,53.0,3.17,6.0,13.7,0.38,134.0,0.24,1
3769,9.4,0.033,0.17,0.99754,6.9,59.0,3.08,5.0,12.9,0.49,186.0,0.4,1
3770,12.0,0.014,0.31,0.99094,7.4,15.0,3.03,4.0,2.4,0.65,143.0,0.27,1
3771,10.2,0.042,0.28,0.99532,6.1,61.0,3.14,6.0,9.8,0.42,125.0,0.27,1
3772,10.6,0.035,0.29,0.99567,6.3,53.0,3.17,6.0,13.7,0.38,134.0,0.24,1
3773,13.5,0.009,0.12,0.9874,5.0,65.0,3.26,5.0,1.3,0.37,100.0,0.61,1
3774,9.7,0.04,0.39,0.99794,6.7,61.0,3.31,5.0,12.1,0.58,248.0,0.42,1
3775,12.2,0.018,0.28,0.99122,6.5,41.0,3.24,6.0,6.1,0.32,103.0,0.33,1
3776,12.3,0.04,0.31,0.99226,6.9,29.0,3.11,5.0,7.7,0.57,135.0,0.33,1
3777,12.2,0.018,0.28,0.99122,6.5,41.0,3.24,6.0,6.1,0.32,103.0,0.33,1
3778,11.4,0.022,0.3,0.99099,6.3,38.0,3.42,7.0,1.4,0.57,100.0,0.15,1
3779,12.7,0.022,0.45,0.99134,6.5,31.0,3.2,7.0,7.7,0.7,97.0,0.32,1
3780,9.7,0.04,0.39,0.99794,6.7,61.0,3.31,5.0,12.1,0.58,248.0,0.42,1
3781,10.8,0.02,0.29,0.99338,7.4,31.0,3.13,6.0,6.8,0.29,113.0,0.25,1
3782,11.0,0.018,0.3,0.9938,7.6,23.0,3.08,6.0,9.2,0.29,96.0,0.27,1
3783,9.5,0.05,0.45,0.9955,6.4,52.0,3.18,5.0,8.3,0.48,196.0,0.27,1
3784,10.1,0.064,0.27,0.99776,6.5,29.0,3.2,6.0,17.4,0.49,140.0,0.25,1
3785,13.2,0.027,0.31,0.98964,5.6,11.0,3.46,7.0,2.7,0.4,100.0,0.19,1
3786,8.8,0.037,0.48,0.99808,7.4,61.5,3.02,5.0,12.8,0.34,182.0,0.29,1
3787,9.5,0.043,0.44,0.99551,6.4,54.0,3.18,5.0,8.2,0.48,201.0,0.34,1
3788,9.5,0.044,0.52,0.99548,6.6,53.0,3.18,5.0,8.1,0.48,202.0,0.27,1
3789,9.5,0.047,0.52,0.99541,6.6,52.0,3.16,6.0,8.2,0.47,191.0,0.26,1
3790,9.5,0.05,0.45,0.9955,6.4,52.0,3.18,5.0,8.3,0.48,196.0,0.27,1
3791,9.5,0.051,0.5,0.99536,6.5,46.0,3.18,5.0,8.0,0.47,197.0,0.26,1
3792,10.4,0.043,0.3,0.99524,6.8,53.0,3.03,6.0,11.8,0.58,133.0,0.25,1
3793,9.9,0.049,0.26,0.9961,6.3,63.0,3.14,6.0,12.0,0.55,170.0,0.32,1
3794,10.0,0.046,0.45,0.99224,5.5,22.0,3.22,5.0,1.7,0.48,113.0,0.24,1
3795,10.1,0.064,0.27,0.99776,6.5,29.0,3.2,6.0,17.4,0.49,140.0,0.25,1
3796,9.4,0.056,0.29,0.99702,6.6,33.0,3.17,6.0,13.9,0.39,95.0,0.13,1
3797,9.3,0.098,0.21,0.99657,7.0,13.0,3.03,5.0,10.7,0.47,91.0,0.39,1
3798,10.9,0.057,0.39,0.99176,7.9,21.0,3.05,5.0,2.0,0.52,138.0,0.21,1
3799,11.4,0.042,0.28,0.99166,7.0,21.0,3.2,5.0,2.2,0.57,177.0,0.3,1
3800,10.3,0.036,0.3,0.99242,8.1,7.0,2.99,5.0,1.3,0.73,49.0,0.2,1
3801,11.0,0.033,0.3,0.99109,8.3,20.0,3.02,6.0,1.1,0.51,57.0,0.18,1
3802,10.9,0.057,0.39,0.99176,7.9,21.0,3.05,5.0,2.0,0.52,138.0,0.21,1
3803,10.8,0.042,0.34,0.99278,7.2,16.0,2.99,6.0,6.4,0.4,111.0,0.17,1
3804,10.3,0.036,0.3,0.99242,8.1,7.0,2.99,5.0,1.3,0.73,49.0,0.2,1
3805,11.0,0.033,0.3,0.99109,8.3,20.0,3.02,6.0,1.1,0.51,57.0,0.18,1
3806,9.3,0.098,0.21,0.99657,7.0,13.0,3.03,5.0,10.7,0.47,91.0,0.39,1
3809,10.8,0.042,0.34,0.99278,7.2,16.0,2.99,6.0,6.4,0.4,111.0,0.17,1
3811,11.1,0.052,0.38,0.9912,7.2,23.0,3.13,5.0,2.0,0.52,156.0,0.28,1
3812,10.9,0.057,0.39,0.99176,7.9,21.0,3.05,5.0,2.0,0.52,138.0,0.21,1
3813,11.4,0.042,0.28,0.99166,7.0,21.0,3.2,5.0,2.2,0.57,177.0,0.3,1
3814,10.3,0.049,0.28,0.99677,7.4,31.0,3.22,5.0,12.1,0.49,149.0,0.34,1
3815,12.9,0.042,0.32,0.99172,6.3,18.0,3.28,7.0,8.8,0.33,106.0,0.43,1
3816,9.9,0.045,0.3,0.9953,6.8,28.0,3.12,5.0,8.8,0.59,131.0,0.41,1
3817,11.3,0.036,0.24,0.99186,6.3,43.0,3.24,6.0,5.1,0.44,131.0,0.4,1
3818,11.5,0.034,0.26,0.99188,5.1,36.0,3.38,6.0,6.8,0.4,120.0,0.35,1
3819,11.5,0.034,0.26,0.99188,5.1,36.0,3.38,6.0,6.8,0.4,120.0,0.35,1
3820,10.7,0.039,0.2,0.99158,6.3,34.0,3.0,5.0,3.7,0.38,132.0,0.3,1
3821,10.4,0.042,0.28,0.99522,6.9,52.0,3.03,6.0,12.2,0.56,139.0,0.28,1
3822,12.5,0.033,0.28,0.99176,7.0,39.0,3.17,6.0,5.7,0.64,204.0,0.33,1
3823,9.5,0.052,0.49,0.99558,6.7,48.0,3.19,5.0,8.1,0.48,197.0,0.26,1
3824,11.3,0.042,0.3,0.9911,7.3,31.0,3.05,7.0,2.5,0.56,104.0,0.24,1
3825,13.0,0.034,0.21,0.99016,6.7,12.0,3.26,6.0,4.0,0.54,88.0,0.46,1
3826,11.5,0.034,0.26,0.99188,5.1,36.0,3.38,6.0,6.8,0.4,120.0,0.35,1
3827,11.5,0.053,0.18,0.98956,5.1,13.0,3.22,5.0,1.0,0.39,99.0,0.23,1
3828,11.3,0.036,0.24,0.99186,6.3,43.0,3.24,6.0,5.1,0.44,131.0,0.4,1
3829,13.2,0.035,0.23,0.99062,7.1,24.0,3.15,7.0,5.8,0.57,100.0,0.44,1
3830,11.5,0.034,0.23,0.99274,4.8,23.0,3.46,7.0,10.6,0.28,111.0,0.26,1
3831,9.6,0.086,0.19,0.993,6.8,30.0,2.83,5.0,3.5,0.44,130.0,0.31,1
3832,9.6,0.086,0.19,0.993,6.8,30.0,2.83,5.0,3.5,0.44,130.0,0.31,1
3833,9.7,0.058,0.29,0.9978,7.0,45.0,3.15,6.0,16.4,0.37,110.0,0.15,1
3834,9.2,0.052,0.22,0.9946,6.5,49.0,3.14,5.0,4.8,0.62,142.0,0.41,1
3835,8.4,0.052,0.23,0.99429,6.2,34.0,3.16,5.0,3.3,0.48,113.0,0.31,1
3836,12.4,0.05,0.33,0.99002,8.0,41.0,3.0,6.0,1.2,0.45,103.0,0.27,1
3837,12.4,0.05,0.33,0.99002,8.0,41.0,3.0,6.0,1.2,0.45,103.0,0.27,1
3838,9.2,0.052,0.22,0.9946,6.5,49.0,3.14,5.0,4.8,0.62,142.0,0.41,1
3839,8.4,0.052,0.23,0.99429,6.2,34.0,3.16,5.0,3.3,0.48,113.0,0.31,1
3840,11.7,0.028,0.25,0.9909,6.7,24.0,3.14,6.0,2.5,0.36,84.0,0.37,1
3841,11.0,0.036,0.5,0.99294,6.6,41.0,2.96,6.0,8.7,0.56,191.0,0.21,1
3842,11.9,0.032,0.31,0.99044,7.5,36.0,2.97,6.0,1.6,0.43,109.0,0.26,1
3843,13.2,0.028,0.28,0.98958,7.5,46.0,3.2,7.0,4.0,0.5,100.0,0.34,1
3844,11.7,0.028,0.25,0.9909,6.7,24.0,3.14,6.0,2.5,0.36,84.0,0.37,1
3845,9.1,0.055,0.23,0.9986,6.4,36.0,3.26,5.0,16.2,0.54,176.0,0.32,1
3846,12.6,0.023,0.32,0.99262,6.7,20.0,3.34,6.0,9.0,0.35,109.0,0.24,1
3847,9.1,0.055,0.23,0.9986,6.4,36.0,3.26,5.0,16.2,0.54,176.0,0.32,1
3849,10.6,0.047,0.43,0.99628,8.2,18.0,3.23,5.0,7.0,0.64,87.0,0.31,1
3850,12.6,0.023,0.32,0.99262,6.7,20.0,3.34,6.0,9.0,0.35,109.0,0.24,1
3851,13.7,0.03,0.29,0.98913,5.9,32.0,3.41,7.0,3.1,0.33,123.0,0.17,1
3852,12.0,0.037,0.23,0.99021,5.9,38.0,3.36,6.0,1.5,0.49,93.0,0.2,1
3853,12.5,0.031,0.26,0.99198,6.6,26.0,3.4,7.0,4.6,0.73,120.0,0.32,1
3854,12.1,0.03,0.27,0.99226,5.9,40.0,3.55,6.0,4.8,0.68,110.0,0.12,1
3855,11.3,0.032,0.29,0.99159,5.9,68.0,3.21,6.0,4.6,0.38,137.0,0.18,1
3856,12.0,0.037,0.23,0.99021,5.9,38.0,3.36,6.0,1.5,0.49,93.0,0.2,1
3857,10.3,0.049,0.27,0.99224,5.4,28.0,3.46,6.0,2.7,0.55,104.0,0.17,1
3858,12.7,0.039,0.3,0.99068,6.1,47.0,3.27,6.0,6.3,0.31,136.0,0.21,1
3859,9.2,0.048,0.26,0.99587,7.3,52.0,3.12,5.0,7.2,0.37,207.0,0.25,1
3860,9.2,0.048,0.26,0.99587,7.3,52.0,3.12,5.0,7.2,0.37,207.0,0.25,1
3864,13.0,0.038,0.22,0.99018,6.6,17.0,3.25,7.0,4.0,0.53,98.0,0.39,1
3865,13.1,0.04,0.38,0.98968,6.0,41.0,3.24,6.0,4.8,0.56,101.0,0.31,1
3866,11.0,0.048,0.32,0.99178,8.4,59.0,3.1,6.0,1.3,0.55,113.0,0.23,1
3867,9.2,0.048,0.26,0.99587,7.3,52.0,3.12,5.0,7.2,0.37,207.0,0.25,1
3870,10.2,0.055,0.27,0.99534,6.1,74.0,3.16,6.0,9.8,0.4,134.0,0.23,1
3872,8.6,0.054,0.54,0.99864,7.3,63.0,3.06,4.0,13.3,0.49,193.0,0.36,1
3873,9.0,0.094,0.51,0.99776,7.6,58.0,2.91,5.0,11.7,0.51,181.0,0.37,1
3874,9.6,0.062,0.51,0.99545,6.7,50.0,3.13,5.0,8.0,0.5,194.0,0.26,1
3875,9.9,0.057,0.27,0.99299,7.4,45.0,3.29,7.0,1.6,0.44,98.0,0.22,1
3876,10.5,0.059,0.28,0.99665,6.1,54.0,3.2,5.0,16.55,0.38,135.0,0.22,1
3877,11.4,0.053,0.31,0.99069,7.1,20.0,3.15,5.0,1.5,0.5,98.0,0.28,1
3878,9.4,0.069,0.31,0.99692,6.5,58.0,3.18,5.0,10.2,0.49,170.0,0.35,1
3882,10.8,0.049,0.37,0.99226,7.1,28.0,3.15,5.0,1.5,0.52,129.0,0.2,1
3883,12.2,0.045,0.31,0.99226,6.8,34.0,3.06,6.0,7.4,0.55,143.0,0.33,1
3885,12.5,0.029,0.36,0.99076,7.2,21.0,3.13,6.0,2.0,0.63,63.0,0.24,1
3886,12.2,0.045,0.31,0.99226,6.8,34.0,3.06,6.0,7.4,0.55,143.0,0.33,1
3887,12.5,0.029,0.36,0.99076,7.2,21.0,3.13,6.0,2.0,0.63,63.0,0.24,1
3889,10.8,0.046,0.26,0.9951,6.2,43.0,3.16,6.0,12.1,0.37,127.0,0.27,1
3890,11.4,0.043,0.26,0.99234,6.4,28.0,2.99,6.0,8.2,0.31,98.0,0.38,1
3891,10.8,0.049,0.37,0.99226,7.1,28.0,3.15,5.0,1.5,0.52,129.0,0.2,1
3892,10.6,0.036,0.3,0.99368,6.0,47.0,3.18,5.0,8.7,0.39,127.0,0.21,1
3893,9.2,0.044,0.1,0.9937,7.0,17.0,3.01,5.0,3.5,0.39,63.0,0.34,1
3894,12.2,0.031,0.16,0.99151,5.9,21.0,3.24,6.0,6.4,0.46,134.0,0.435,1
3895,12.3,0.021,0.33,0.99021,7.0,17.0,3.26,6.0,2.1,0.45,76.0,0.25,1
3896,10.4,0.038,0.29,0.99479,6.7,40.0,3.23,6.0,7.7,0.56,179.0,0.26,1
3897,10.4,0.035,0.3,0.9954,7.0,72.0,2.99,6.0,12.3,0.57,172.0,0.24,1
3898,11.0,0.035,0.34,0.99176,8.5,54.0,3.07,7.0,1.3,0.55,110.0,0.23,1
3899,10.6,0.036,0.3,0.99368,6.0,47.0,3.18,5.0,8.7,0.39,127.0,0.21,1
3900,9.2,0.044,0.1,0.9937,7.0,17.0,3.01,5.0,3.5,0.39,63.0,0.34,1
3901,13.5,0.013,0.12,0.99246,4.8,4.0,3.32,4.0,1.1,0.36,10.0,0.65,1
3903,11.5,0.071,0.26,0.98994,5.8,26.0,3.1,6.0,3.5,0.38,69.0,0.27,1
3904,14.0,0.036,0.18,0.98746,5.0,33.0,3.21,7.0,1.9,0.83,106.0,0.455,1
3905,12.5,0.036,0.3,0.99028,6.5,34.0,3.25,7.0,3.8,0.63,88.0,0.33,1
3906,12.5,0.036,0.3,0.99028,6.5,34.0,3.25,7.0,3.8,0.63,88.0,0.33,1
3907,12.8,0.038,0.3,0.98867,6.7,30.0,3.09,7.0,2.4,0.36,83.0,0.31,1
3908,11.2,0.037,0.24,0.99174,6.2,45.0,3.23,7.0,4.8,0.43,138.0,0.39,1
3909,11.2,0.037,0.24,0.99174,6.2,45.0,3.23,7.0,4.8,0.43,138.0,0.39,1
3910,13.6,0.04,0.3,0.99021,7.1,49.0,3.17,6.0,6.2,0.27,139.0,0.37,1
3912,12.5,0.036,0.3,0.99028,6.5,34.0,3.25,7.0,3.8,0.63,88.0,0.33,1
3913,11.1,0.054,0.32,0.99154,7.2,24.0,3.17,6.0,1.5,0.48,105.0,0.25,1
3914,11.2,0.037,0.24,0.99174,6.2,45.0,3.23,7.0,4.8,0.43,138.0,0.39,1
